KOD,TYPE,FİYAT
4025038,MIRANDAULTRA PINK,59.125
4059415,O D'AZUR,67.725
4016322,O DE LANCOME,54.825
4020955,OUI,53.75
4007222,TRESOR,45.15
4342536,TRESOR IN LOWE,64.5
4069773,TRESOR MIDNIGHT ROSE,70.95
4149751,TRESOR MIDNIGHT ROSE ELIXIR D'ORIFLAMEENT,69.875
4069739,ECLAT D'ARPEGE,66.64999999999999
4040769,JEANNE,69.875
4090806,LANVIN ME,70.95
4041042,OXYGEN,63.425
4015650,EMOTION,48.375
4020492,LAURA,49.45
4900136,ROMA FEMME,45.15
4011294,TEMPORE DONNA,48.375
4900109,VENEZIA,26.875
4019380,BORA BORA,47.3
4087698,L'EAU EN BLANC,68.8
4304406,LOLITA LEMPICKA,70.95
4027469,LOLITA LEMPICKA L,50.525
4048451,SI LOLITA,65.575
4291572,APOGEE,74.175
4460922,ATTRAPE-REVES,74.175
4685051,CONTRE MOI,74.18
4291543,DANS LA PEAU,91.375
4291544,MATIERE NOIRE,74.175
4291571,MILLE FEUX,74.175
4291546,TURBULENCES,91.375
4533759,SPELL ON YOU,69.875
4533780,LE JASMINE,77.39999999999999
4537984,ROSE DES VENTS,73.1
4066484,I LOWE YOU TONIGHT,66.64999999999999
4460955,PLATINUM LOWE,74.175
4067625,"QUIZAS,QUIZAS,QUIZAS",68.8
4070080,"QUIZAS,QUIZAS,QUIZAS PASION",66.64999999999999
4256074,ROYAL MUSKA,74.175
4533763,REPLICA COLLECTION LIPSTICK ON,73.1
4479594,RED TOBACCO,74.175
4302360,DAISY,66.64999999999999
4121759,DAISY DELIGHT,77.39999999999999
4191735,DAISY DREAM,72.02499999999999
4064589,DAISY EAU SO FRESH,67.725
4248353,DECADENCE,74.175
4084580,DOT,69.875
4071467,LOLA,66.64999999999999
4024293,MARC JACOBS,55.9
4115373,MARC JACOBS HONEY,69.875
4049150,LUSCIOUS PINK,69.875
4048986,M GOLD DELUXE EDITION,77.39999999999999
4051585,M MARIAH CAREY,68.8
4027659,MARBON,54.825
4533610,PETRA,74.175
4061535,MAUBOUSSIN WOMAN,65.575
4036542,SILK TOUCH,55.9
4118225,GLAM JASMINE,73.1
4053856,MICHAEL,68.8
4104593,SEXY AMBER,73.1
4199922,SEXY RIO DE JANEIRO,66.64999999999999
4148186,SPORTY CITRUS,75.25
4533634,GORGEOUS,68.8
4323954,MIU MIU,73.1
4344205,DIAMOND FLOWERS ,74.175
4344203,DIAMOND GREEDY,74.175
4343705,DIAMOND ROSE ,68.8
4244465,INTENSE ROSES MUSK,75.25
4122297,ROSES MUSK,81.7
4533606,CRAZY IN LOVE,74.175
4017940,MONTANA PARFUM DE PEAU,62.34999999999999
4030875,FEMME DE MONTBLANC,58.05
4047980,FEMME INDIVIDUETLE,66.64999999999999
4009580,CHEAP & CHIC,49.45
4083607,CHEAP & CHIC HIPPY FIZZ,69.875
4046231,CHEAP & CHIC LIGHT CLOUDS,51.59999999999999
4099678,CHEAP&CHIC CHIC PETALS,75.25
4249505,FRESH COUTURE,60.2
4344384,GOLD FRESH COUTURE,64.5
4675436,DECADENCE,64.5
4020957,L'EAU CHEAP & CHIC,55.9
4026700,MOSCHINO COUTURE,53.75
4027214,OH! DE MOSCHINO,52.675
4082542,CAT DELUXE AT NIGHT,69.875
4011201,NAO MAGIC,41.925
4017219,NAOMI CAMPELL,50.525
4198832,AMBER MUSC,70.95
4293513,FLEUR MUSC FOR HER,66.64999999999999
4059153,FOR HER MUSC COLLECTION,63.425
4114786,FOR HER MUSC COLLECTION EAU DE PARFUM INTENSE,70.95
4143655,NARCISO,73.1
4260696,NARCISO POUDREE,74.175
4367526,PURE MUSC FOR HER,66.64999999999999
4336189,ROUGE,74.175
4252452,NARCOTIC VENÜS,73.1
4461596,PINK FRIDAY,68.8
4460917,ANGELYS PEAR,66.64999999999999
4060099,L'AIR DU TEMPS,62.34999999999999
4052757,LE PARADIS DE NINA,67.725
4016636,LES BELLES de RICCO:Liberte Acidulee,53.75
4070607,LOWE IN PARIS,68.8
4082222,MADEMOISELLE RICCO,69.875
4027033,NINA ,55.9
4027867,NINA 2006,54.825
4100337,NINA L'EAU,75.25
4055101,NINA L'ELIXIR,62.34999999999999
4061800,PREMIER JOUR,65.575
4023548,PREMIER JOUR LUCKY DAY,47.3
4036863,PRETTY NINA,59.125
4045834,RICCO RICCO,61.275
4105296,OUR MOMENT,64.5
4086851,AMBER ELIXIR,73.1
4125150,GRACE,73.1
4060848,ORIFLAME DIVINE,65.575
4064913,ORIFLAME DIVINE SENSUAL,68.8
4261045,POSSESS,62.34999999999999
4900268,VOLUPTE,30.1
4075643,BLACK XS L'EXCES FOR HER,69.875
4061002,BLACK XS POUR ELLE,64.5
4621431,LADY MILLION,69.875
4141660,LADY MILLION EAU My GOLD!,74.175
4293319,LADY MILLION PRIVE,74.175
4198971,OLYMPEA,69.875
4293316,OLYMPEA AQUA,62.34999999999999
4374456,OLYMPEA LEGEND,73.1
4050080,PACO RABANNE POUR ELLE,69.875
4426716,PURE XS FOR HER,74.175
4041995,ULTRARED,72.02499999999999
4409598,ULTRAVIOLET,66.64999999999999
4007610,XS POUR ELLE,50.525
4527307,OLYMPEA SOLAR,64.5
4533651,FAME,74.175
4023099,PALOMA PICASSO,66.64999999999999
4251686,ATHALIA,75.25
4360330,DELINA,74.175
4256075,SAFANAD,69.875
4467457,DELINA EXCLUSIF,74.175
4534044,ORIANA,66.64999999999999
4049348,CAN CAN,63.425
4027662,PARIS HILTON,50.525
4338483,HALFETI,75.25
4359285,THE COVETED DUCHESS ROSE,73.1
4478607,THE REVENGE OF LADY BLANCHE,69.875
4480249,CHANGING CONSTANCE,73.1
4011933,BALMYA,51.59999999999999
4105103,INFUSION D'IRIS,66.64999999999999
4086265,L'EAU AMBREE,64.5
4021909,PRADA,64.5
4328013,PRADA CANDY,69.875
4126157,PRADA CANDY FLORALE,68.8
4091476,PRADA CANDY L'EAU ,67.725
4684825,PRADA LA FEMME,69.88
4010251,GLAMOUROUS,55.9
4046696,NOTORIFLAMEOUS,66.64999999999999
4900520,POLO SPORT WOMAN,40.85
4301139,RALPH,64.5
4020829,RALPH COOL,54.825
4028825,RALPH HOT,51.59999999999999
4036442,ROMANCE,59.125
4023093,SAFARI FEMME,54.825
4042434,RASASI BLUE LADY,48.375
4042440,RASASI EMOTION POUR FEMME,64.5
4344311,RUMZ AL POUR ELLE ZEBRA,74.175
4013983,CHARLIE,51.59999999999999
4117175,EXOTICA,73.1
4375197,FLORENCE,69.875
4115363,NERO ASSOLUTO,73.1
4195576,OUD AL QASR INTENSE,73.1
4031016,ROBERTO CAVALLI,56.97499999999999
4090805,ROBERTO CAVALLI ACQUA,73.1
4078875,ROBERTO CAVALLI EAU DE PARFUM,73.1
4005789,ALCHIMIE,40.85
4028793,AQUA WOMAN,53.75
4033732,DESIR POUR FEMME,52.675
4016308,EAU DE ROCHAS,61.275
4016323,FEMME,56.97499999999999
4025002,LUMIERE,51.59999999999999
4684805,MADAME ROCCA,62.35
4015747,POUPEE,53.75
4010964,ROCHAS,51.59999999999999
4133724,SECRET DE ROCHAS,73.1
4016202,TOCADE,56.97499999999999
4017934,DALIFLOR,52.675
4900732,DALISSIME,47.3
4061730,RUBY LIPS,68.8
4010775,SALVADOR DALI,53.75
4368618,AMO,70.95
4091791,ATTIMO,73.1
4064578,INCANTO BLOOM,66.64999999999999
4030584,INCANTO CHARMS,48.375
4029372,INCANTO DREAMS,49.45
4273703,SIGNORIFLAMEA,68.8
4005721,FERGAMO,37.625
4022602,LOWELY,54.825
4062609,SARAH JESSICA PARKER NYC,64.5
4027035,GHOST WOMAN,51.59999999999999
4027418,O ZONE WOMAN,49.45
4028983,SERGIO TACCHINI,53.75
4012724,SERGIO TACCHINI DONNA,40.85
4056849,ENERGIZING FRAGRANCE EAU AROMATIQUE,64.5
4100633,ZEN SECRET BLOOM,61.275
4096655,ZEN SUN,67.725
4095373,ZEN WHITE HEAT EDITION,69.875
4530008,GINZA,69.875
4107963,EAU DU SOIR 1990 (HUBERT ISABELLE D'ORNANO),77.39999999999999
4089239,SOIR DE LUNE,77.39999999999999
4522249,SOIR D' ORIENT,73.1
4533636,IZIA LA NUIT,68.8
4234442,ACCENTO,91.375
4452183,WARDASINA,75.25
4030803,DUPONT POUR FEMME,68.8
4033189,L'EAU,54.825
4026968,STELLA MCCARTNEY,48.375
4046837,STELLA NUDE,66.64999999999999
4675408,KRISTINA,74.18
4678007,LAPIDUS WOMAN,38
4362124,ALIEN,80.625
4142725,ALIEN EAU EXTRAORDINAIRE,73.1
4083080,ALIEN ESSENCE ABSOLUE,74.175
4389060,ALIEN FUSION,67.725
4262585,ALIEN OUD MAJESTUEUX,73.1
4456660,ANGEL,73.1
4069805,ANGEL EAU DE TOILETTE 2011,73.1
4020118,ANGEL LILY,64.5
4260698,ANGEL MUSE,74.175
4679909,ANGEL NOVA,66.65
4040549,INNOCENT,64.5
4100741,VIOLET ANGEL,83.85
4055056,WOMANITY,62.34999999999999
4490249,ALIEN GODDESS,68.8
4426825,CASANOVA,68.8
4533588,ROSSO POMPEI,77.39999999999999
4268778,AMBER ABSOLUTE,88.14999999999999
4057339,ARABIAN WOOD,63.425
4443405,BITTER PEACH,74.175
4052801,BOIS MAROCAIN,77.39999999999999
4058710,BOIS ROUGE,66.64999999999999
4050396,CHAMPACA ABSOLUTE,73.1
4101659,JASMIN ROUGE,70.95
4367017,JASMINE MUSK,66.64999999999999
4423994,METALLIQUE,75.25
4057500,MUSK PURE,66.64999999999999
4083610,NEROLI PORTOFINO,69.875
4236864,NOIR DE NOIR,70.95
4192030,NOIR POUR FEMME,73.1
4404495,ORCHID SOLEIL,64.5
4684770,PLUM JAPONAIS,74.18
4054479,PURPLE PATCHOULI,82.77499999999999
4115080,SAHARA NOIR,73.1
4238299,TOM FORD BLACK ORCHID,80.625
4057093,URBAN MUSK,69.875
4115082,VELVET ORCHID,73.1
4376083,VELVET ORCHID LUMIERE,64.5
4067427,VIOLET BLONDE,67.725
4052707,WHITE PATCHOULI,80.625
4529041,ROSE D'AMALFI,69.875
4530012,ROSE DE RUSSIE,70.95
4036540,DREAMING,65.575
4012726,FREEDOM,51.59999999999999
4056874,LOUD FOR HER,66.64999999999999
4011208,T GIRL,40.85
4046485,TOMMY GIRL,62.34999999999999
4069770,TOMMY GIRL EAU DE PREP,66.64999999999999
4042790,TOUS IN HEAVEN FOR HER,66.64999999999999
4125347,TOUS SENSUAL TOUCH,62.34999999999999
4126218,TOUS TOUCH,64.5
4120935,DONNA TRUSSARDI 2011,73.1
4260697,SKIN,58.05
4033780,ROCK'N ROSE,52.675
4069772,VALENTINO,73.1
4023839,VALENTINO ABSOLU,53.75
4249503,VALENTINO ASSOLUTO,80.625
4242126,VALENTINO DONNA,73.1
4250729,VALENTINO PINK,73.1
4031017,VALENTINO V ETE,53.75
4013521,VERY VALENTINO,40.85
4533637,VOCE VIVA INTENSA,68.8
4237281,COLLECTION EXTRAORDINAIRE PRECIOUS OUD,70.95
4047317,FIRST  ,52.675
4461632,REVE,69.875
4324077,BRIGHT CRYSTAL,64.5
4117509,BRIGHT CRYSTAL ABSOLU,77.39999999999999
4407253,CRYSTAL NOIR,75.25
4405789,DYLAN BLUE POUR FEMME ,66.64999999999999
4189817,EROS POUR FEMME,66.64999999999999
4014287,JEANS COUTURE,48.375
4055399,RED JEANS,61.275
4059812,VANITAS,62.34999999999999
4034353,VERSACE,53.75
4047652,VERSACE VERSENSE,62.34999999999999
4018463,VERSACE WOMAN,49.45
4052705,VERSUS,77.39999999999999
4034339,WHITE JEANS,53.75
4066667,YELLOW DIAMOND,66.64999999999999
4034337,YELLOW JEANS,51.59999999999999
4115405,BOMBSHELLS IN BLOOM,68.8
4256079,FEARLESS,59.125
4115374,FORBIDDEN,70.95
4087930,INCREDIBLE,67.725
4087700,LOWE IS HEAVENLY,68.8
4409478,NIGHT,64.5
4096868,SEDUCTION DARK ORCHID,63.425
4091672,SEXY LITTLE THINGS-NOIR TEASE,66.64999999999999
4072899,VERY SEXY,66.64999999999999
4293333,VERY SEXY NOW 2017,62.34999999999999
4461616,VERY SEXY ORCHIDE,74.175
4312037,WICKED EAU DE PARFUME,64.5
4293317,XO VICTORIFLAMEA,59.125
4521722,VERY SEXY 2018,66.64999999999999
4121760,BONBON,69.875
4053734,EAU MEGA,69.875
4188577,FLOWERBOMB,69.875
4064575,FLOWERBOMB LA VIE EN ROSE,64.5
4446661,LA TOUS,74.175
4499938,CASAMORATI 1888 BOUQUET IDEALE,69.875
4032333,YOHJI ESSENTIAL,53.75
4044422,YOHJI YAMAMOTO POUR FEMME,64.5
4533638,BLACK OPIUM ILLICIT GREEN,64.5
4107004,COMME UNE EVIDENCE L'EAU DE PARFUM INTENSE,73.1
4068697,COMMES UNE EVIDENCE,72.02499999999999
4070095,TENDRE JASMIN,74.175
4900572,BABY DOLL,43
4054224,BELLE D'OPIUM,69.875
4138908,BLACK OPIUM,72.02499999999999
4355377,CAFTAN,73.1
4018277,CINEMA,55.9
4035109,ELLE,53.75
4015409,IN LOWE AGAIN,48.375
4391062,LIBRE WOMEN,66.64999999999999
4438164,LIBRE WOMEN INTENSE,64.5
4461589,MAGNIFICENT GOLD,66.64999999999999
4096515,MANIFESTO,67.725
4255226,MON PARIS,68.8
4435807,MON PARIS INTENSEMENT,74.175
4342674,OPIUM,74.175
4339616,PARIS,64.5
4080685,PARIS PREMIERES ROSES 2012,64.5
4046845,PARISIENNE,62.34999999999999
4040945,RIVE GAUCHE,67.725
4066789,SAHARIENNE,68.8
4199926,SUPREME BOUQUET,64.5
4094067,YOUNG SEXY LOWELY,67.725
4503873,BLACK OPIUM EAU DE EXTREME,74.175
4389484,GIRLS CAN DO ANYTHING,73.1
4392057,GIRLS CAN SAY ANYTHING,70.95
4370836,JUSTIN BIBER ROCK FOR HER,70.95
4314396,THIS IS HER,69.875
4364898,TUBEROSE,69.875
4533640,GOLDEN DECADE,66.64999999999999
4319691,,68.8
4472996,GOURMAND ADDICT,69.875
4551147,BLOOM AMBROSIA DI FIORI,75.25
4551138,LE PARFUM ROSE COUTURE,69.875
4552349,L'INTERDIT ROUGE,73.1
4551086,BORN IN ROMA CORAL FANTASY,68.8
4552726,IDOLE NECTAR,64.5
4552722,MUSC NOIR FOR HER,74.175
4551746,PARADOXE,66.64999999999999
4551421,SIGNATURE WOMEN,64.5
4603486,WHITE DIAMONDS,59.125
4604627,L'INTERDIT INTENSE,70.95
4604625,PARADISE FOUND,70.95
4552164,OUI LA VIE EST BELLE,66.64999999999999
4607123,OUI LAVIE EST BELLE,66.64999999999999
4608189,SYCOMORE,82.77499999999999
4610344,POUR FEMME EDP MONCLER,64.5
4611267,GOOD FORTUNE,70.95
4611266,WILD CANDY,66.64999999999999
4611515,HER ELIXIR DE PARFUM,64.5
4612114,BOSS THE SCENT FOR HER MAGNETIC,69.875
4613070,GOOD GIRL BLUSH,69.875
4613291,ENGLISH PEAR & FREESIA,64.5
4617066,SCANDAL LE PARFUM,66.64999999999999
4618677,SANTORINI SUNRISE,66.64999999999999
4621429,MARRY ME,59.125
4621445,BY Q,66.64999999999999
4623238,FOR HER FOREVER,70.95
4622469,ALWAYS RED,64.5
4622462,LOVERDOSE RED KISS,64.5
4622302,SI FIORI,64.5
4623688,VALAYA,83.85
4624247,GAULTIER DIVINE,69.875
4624510,SIGNORINA LIBERA,59.125
4625458,J'ADORE L'OR 2023,74.175
4625267,ONE MILLION ROYAL,70.95
4626153,GODDESS,64.5
4626616,PARADOXE INTENSE,70.95
4627568,ALL OF ME,74.175
4024462,OMNIA CRYSTALLINE,51.59999999999999
4086812,CAROLINA HERRERA CH,68.8
4630351,PARADISO,64.5
4632719,YLANG 49,67.725
4635289,COCO MADEMOISELLE INTENSE,73.1
4635290,MUSC NOIR ROSE FOR HER,68.8
4635340,AQUA ALLEGORIA NETTAR DI SOLE,64.5
4635342,VOL DE NUIT,66.64999999999999
4635345,BOMBSHELL CELEBRATION,64.5
4635999,I WANT CHO FOREVER,66.64999999999999
4635997,POUR FEMME DYLAN TURQUOISE,67.725
4635995,LADY MILLION EMPIRE,66.64999999999999
4635993,LADY MILLION FABULOUS,66.64999999999999
4635991,LIBRE L'ABSOLU PLATINE,66.64999999999999
4639216,NECTAR LOVE,62.34999999999999
4638787,COUER BATTANT,66.64999999999999
4638741,IMPERIAL EMERALD,74.175
4640097,TWILLY EAU POIVREE,66.64999999999999
4640116,FORBIDDEN GAMES,66.64999999999999
4640114,TUBEROSE ANGELICA,66.64999999999999
4642855,FOR HIM VETIVER MUSC,70.95
4643177,NOMADE NUIT D'EGYPTE,66.64999999999999
4649183,MY WAY NECTAR,64.5
4649397,BOMBSHELL ISLE,70.95
4649377,EVE PRIVE,70.95
4649383,FLOWERBOMB TIGER LILY,64.5
4650095,L'INTERDIT ROUGE ULTIME,69.875
4650103,CARMINA,64.5
4651177,QUEEN OF SILK,77.39999999999999
4651187,LIBRE LE PARFUM,64.5
4651180,LADY MILLION ROYAL,66.64999999999999
4651988,COSMIC,66.64999999999999
4651999,VANILLA CANDY ROCK SUGAR 42,64.5
4654896,GOOD GIRL BLUSH ELIXIR,64.5
4654891,DAISY WILD,62.34999999999999
4654880,MISS DIOR PARFUM 2024,62.34999999999999
4659539,BARENIA,69.875
4660599,IRRESTIBLE VERY FLORAL,66.64999999999999
4661828,SWEET LIKE CANDY,68.8
4666438,POUR FEMME,66.64999999999999
4668666,PUTAIN DES PALACES,66.64999999999999
4673466,OCEAN DI GIOIA,68.8
4673518,THE SCENT ELIXIR FOR HER,67.725
4673510,ECLAIRE,59.125
4673506,MILLION GOLD WOMEN,67.725
4673504,LA BELLE LE PARFUM,69.875
4673542,ATTRAPE-REVES,77.39999999999999
4673912,LA VIE BELLE ROSE EXTRAORDINAIRE,59.125
4673909,JUNGLE W (ELEPHANT),68.8
4673902,JUNGLE LE TIGRE,67.725
4673885,BOMBSHELL ESCAPE,51.59999999999999
4673920,PARADOXE VIRTUAL FLOWER,64.5
4675049,LOU LOU BLUE,67.725
4674321,KENZO JUNGLE,105.35
4651429,MODERN MUSE,73.1
4651439,EDEN,52.675
4651470,UN AIR D'ESCAPADE,70.95
4651458,SO SCANDAL,69.875
4651468,MIDNIGHT SHIMMER,68.8
4651545,LA BELLE WOMEN,69.875
4651450,LOVE CHLOE,101.05
4651448,DIOR ADDICT 2,62.34999999999999
4652294,LIGHT BLUE,66.64999999999999
4652361,PUR DESIR DE LILAS,77.39999999999999
4652362,IDOLE LE PARFUM,70.95
4652913,DARK PURPLE,73.1
4652909,SI PASSIONE,73.1
4653270,DIOR ADDICT,74.175
4653785,LOST CHERRY,68.8
4654037,MAGIE NOIRE,63.425
4654040,NARCISSIZM FOR HER,74.175
4653997,CLIMAT,64.5
4656184,SIMPLY BECAUSE FOR HER,62.34999999999999
4672473,ESTEE,59.125
4672475,FRANC OLIVER,47.3
4676045,DONNA PINK MARINA,64.5
4676046,LA VIE EST BELLE L'ELIXIR,64.5
4676820,EAU GOURMANDE AMBRE VANILLE,64.5
4676825,EDEN JUICY APPLE 01,66.64999999999999
4685005,PORTRAYAL WOMEN,70
4684708,LOVE DELIGHT,75
4685403,TENDER POISON,53.75
4685480,POEME,55.9
4694188,DONNA BORN IN ROMA WOMEN,65
4694187,BLACK OPIUM EAU DE PARFUM GLITTER,64
4693348,MISS DIOR LE PARFUM,69
4693117,CITY OF STARS,66
4694621,LA VIE EST BELLE VANILLE NUDE,68
4694651,LA BOMBA,64
4086262,FIERCE,72.02499999999999
4279748,COLONIA LEATHER EAU DE COLOGNE CONCENTREE,75.25
4040351,VICTOR & ROLF LEAGUE,59.125
4122422,AMOUAGE JUBILATION XXV,78.475
4128366,EPIC,80.625
4149752,FATE FOR MEN,80.625
4256128,HONOUR MAN,74.175
4285942,INTERLUDE MAN,74.175
4285935,JOURNEY MAN,73.1
4060118,MAMUTIR MAN,68.8
4256078,ANGEL SCHLESSER HOMME ORIENTAL EDITION,74.175
4054082,BLUE SEDUCTION MAN,68.8
4011203,QUORUM MEN,69.875
4347493,AREMY MARQUIS,77.39999999999999
4302766,AREMY MARQUIS 900,77.39999999999999
4014587,DEVIN,54.825
4038949,HAVANA,67.725
4009883,NEW WEST FOR HIM,68.8
4025873,ARMAND BASI HOMME,52.675
4025868,IN BLUE,56.97499999999999
4329342,ACQUA DI GIO ABSOLU,77.39999999999999
4080534,ACQUA DI GIO ESSENZA FOR MEN,73.1
4086264,ACQUA DI GIO POUR HOMME,66.64999999999999
4438184,ACQUA DI GIO PROFONDO,69.875
4142962,ACQUA DI GIO PROFUMO,74.175
4039405,ARMANI BLACK CODE,69.875
4023460,ARMANI CITY GLAM FOR HIM,53.75
4237555,ARMANI CODE PROFUMO,75.25
4063109,ARMANI CODE SPORT,70.95
4078885,ARMANI CODE SPORT ATHLETE,75.25
4082442,ARMANI CODE ULTIMATE,77.39999999999999
4045963,ARMANI EAU POUR HOMME,65.575
4009582,ARMANI MANIA POUR HOMME,48.375
4032588,ATTITUDE,52.675
4052848,ATTITUDE,64.5
4057312,ATTITUDE EXTREME ,65.575
4293325,CODE COLONIA,73.1
4254157,EAU D'AROMES,74.175
4273704,EMPORIO ARMANI DIAMONDS BLACK CARAT FOR HIM,68.8
4039773,EMPORIO ARMANI DIAMONDS FOR MEN,75.25
4362033,EMPORIO ARMANI HE,67.725
4014495,EMPORIO ARMANI NIGHT FOR HIM,48.375
4028019,EMPORIO ARMANI REMIX HE,56.97499999999999
4900832,EMPORIO ARMANI WHITE,51.59999999999999
4427463,PRIVE CUIR ZERZURA,73.1
4289925,STRONGER WITH YOU,74.175
4510698,EAU DE CEDRE,74.175
4530014, CODE ICE,68.8
4541267,MAGENTA TANZANITE,72.02499999999999
4037468,BLACK SUEDE TOUCH,55.9
4049248,CHRISTMAS LINA NOIR,65.575
4091883,CITY RUSH FOR HIM,62.34999999999999
4081041,INDIVIDUAL BLUE FOR HIM,66.64999999999999
4081470,INFINITE MOMENT FOR HIM,67.725
4050297,PERCEIVE FOR MEN,73.1
4037039,TOMORROW FOR HIM,59.125
4081471,TRUE FORCE,66.64999999999999
4091884,WINDSCAPE FOR HIM,62.34999999999999
4031399,AZZARO NOW MEN,54.825
4319412,AZZARO POUR HOMME,70.95
4342538,CHROME,68.8
4080429,CHROME SPORT,69.875
4114787,CHROME UNITED,70.95
4067552,DECIBEL,66.64999999999999
4067040,DUO MEN,67.725
4067438,ELIXIR POUR HOMME,73.1
4142229,NIGHT TIME POUR HOMME,73.1
4012007,PURE VETIVER,55.9
4050312,TWIN MEN,73.1
4014586,VISIT FOR MEN,50.525
4260229,WANTED,73.1
4533589,CHROME EXTREME,73.1
4533624,MOST WANTED,66.64999999999999
4031235,BALDESSARINI AMBRE,53.75
4071891,DEL MAR CARIBBEAN EDITION,69.875
4066311,PRIVATE AFFAIRS,68.8
4058037,BALDININI MAN,59.125
4009877,CRISTOBAL POUR HOMME,53.75
4038952,BENETTON,62.34999999999999
4020954,MICHAEL JORDAN,53.75
4040191,BOGART,75.25
4342535,SILVER SCENT,70.95
4533578,SCENT OF PEACE FOR HIM,70.95
4011195,BOUCHERON POUR HOMME,60.2
4106120,BRIT RHYTHM,73.1
4020117,BURBERRY BRIT FOR MEN,47.3
4053479,BURBERRY SPORT FOR MEN,67.725
4043447,BURBERRY SUMMER,55.9
4453754,BURBERRY TOUCH FOR MEN,74.175
4320448,MR.BURBERRY,70.95
4043465,THE BEAT FOR MEN,66.64999999999999
4900580,WEEKEND FOR MEN,47.3
4490243,HERO,73.1
4127472,AQVA APARFUMS DE MARLY,74.175
4358091,AQVA POUR HOMME,69.875
4281783,AQVA POUR HOMME ATLANTIQVE,75.25
4044095,AQVA POUR HOMME MARINE,65.575
4342539,BLV POUR HOMME,70.95
4048115,BVLGARI BLACK UNISEX,51.59999999999999
4056138,BVLGARI MAN,74.175
4282509,BVLGARI MAN BLACK ORIENT,75.25
4131570,BVLGARI MAN IN BLACK,74.175
4360809,BVLGARI MAN WOOD ESSENCE,69.875
4027148,BVLGARI POUR HOMME SOIR,52.675
4023224,EAU PARFUMEE AU THE VERT EXTREME,55.9
4303794,GYAN LE GEMME,80.625
4460938,KOBRAA LE GEMME,75.25
4461600,LE GEMME YASEP,73.1
4435197,MAN GLACIAL ESSENCE,77.39999999999999
4368611,TYGAR LE GEMME,75.25
4499935,BVLGARI MAN TERRAE ESSENCE,74.175
4533644,LE GEMME ONEKH,74.175
4534050,LE GEMME AMBERO,74.175
4354472,PEARL OUD,75.25
4069277,STRAIGHT TO HEAVEN (WHITE CRISTAL),73.1
4026396,AMOR POUR HOMME,59.125
4045574,AMOR POUR HOMME SUNSHINE,66.64999999999999
4042662,AMOR POUR HOMME TENTATION ,69.875
4333669,NEMO,59.125
4009876,C.K. BE,43
4034141,CALVIN KLEIN MEN,52.675
4046624,CK FREE FOR MEN,63.425
4030774,CK IN2U HIM,58.05
4028369,CK ONE ELECTRIC,47.3
4023480,CK SUMMER UNISEX,61.275
4900579,CONTRADICTION FOR MEN,40.85
4011196,CRAVE,56.97499999999999
4079551,ENCOUNTER,74.175
4026541,ESCAPE FOR MEN,58.05
4036824,ETERNITY,58.05
4051654,ETERNITY AQUA FOR MEN,72.02499999999999
4456640,ETERNITY FOR MEN AIR,70.95
4139106,EUPHORIA GOLD MEN,74.175
4046421,EUPHORIA MEN INTENSE,69.875
4293329,EUPHORIA MEN PURE GOLD,69.875
4024565,OBSESSION NIGHT,48.375
4140445,REVEAL MEN,75.25
4010745,TRUTH MEN,51.59999999999999
4494857,DEFY,69.875
4004779,212 ICE,38.7
4080690,212 MEN,68.8
4025912,212 ON ICE MEN,56.97499999999999
4318320,212 SEXY MEN,64.5
4031500,212 SPLASH MEN,59.125
4295906,212 VIP BLACK,74.175
4460950,212 VIP BLACK RED ,69.875
4358087,212 VIP FOR MEN,73.1
4293309,212 VIP MEN WILD PARTY,73.1
4382818,BAD BOY,74.175
4022692,CHIC FOR MEN,59.125
4020357,HERRERA AQUA,51.59999999999999
4023870,HERRERA FOR MEN,51.59999999999999
4040008,CARON POUR HOMME,69.875
4048046,YATAGAN,90.3
4119154,DECLARATION D'UN SOIR,79.55
4461615,L'ENVOL DE EAU DE PARFUM,69.875
4041011,MUST DE CARTIER POUR HOMME,66.64999999999999
4347492,PASHA DE CARTIER,70.95
4355364,PASHA DE CARTIER EDITION NOIRE SPORT,73.1
4042618,ROADSTER ,74.175
4064721,ROADSTER SPORT,70.95
4026858,SANTOS DE CARTIER,66.64999999999999
4681513,CHEROKEE 1881,68.8
4028794,CERRUTI 1881 BLACK ,52.675
4017938,CERRUTI IMAGE,48.375
4042688,CERRUTI POUR HOMME,66.64999999999999
4020491,CERRUTISI,50.525
4045587,L'ESSENCE DE CERRUTI,65.575
4037314,ALLURE BLANCHE EDITION,66.64999999999999
4233308,ALLURE HOMME,70.95
4347495,ALLURE HOMME SPORT,69.875
4030421,ANTAEUS,74.175
4055121,BLEU DE CHANEL,63.425
4409556,EGOIST PLATINUM,73.1
4056600,POUR MONSIEUR ,80.625
4040939,BEST OF CHEVIGNON,68.8
4011662,CASRAN,45.15
4028980,CHOPARD POUR HOMME,55.9
4238267,OUD MALAKI,73.1
4057172,AMBRE NUIT,67.725
4079734,AQUA FAHRENHEIT,73.1
4409721,DIOR HOMME,69.875
4094149,DIOR HOMME COLOGNE 2013,69.875
4234832,DIOR HOMME INTENSE,74.175
4460951,DIOR HOMME PARFUM 2014,74.175
4041052,DIOR HOMME SPORT,66.64999999999999
4376085,DIOR HOMME SPORT 2017,74.175
4332105,EAU SAUVAGE,73.1
4355363,EAU SAUVAGE 2012,73.1
4282507,EAU SAUVAGE PARFUM 2017,75.25
